epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.6798155903816223,0.7382279634475708,0.6798155903816223,0.6716147065162659,0.6798155903816223,0.6798155903816223,0.8758620619773865,0.9559155702590942,0.8758620619773865,0.4159042239189148,0.8758620619773865,0.8758620619773865
1,0.7976434230804443,0.8568881154060364,0.7976434826850891,0.4736870229244232,0.7976434230804443,0.7976434230804443,0.7827585935592651,0.8869501352310181,0.7827585935592651,0.45761245489120483,0.7827585935592651,0.7827585935592651
2,0.8002049326896667,0.8671913146972656,0.8002049326896667,0.4579554796218872,0.8002049326896667,0.8002049326896667,0.8482758402824402,0.925338864326477,0.8482758402824402,0.4105241000652313,0.8482758402824402,0.8482758402824402
3,0.8119876980781555,0.8798657655715942,0.8119877576828003,0.43715617060661316,0.8119876980781555,0.8119876980781555,0.8586207032203674,0.9427467584609985,0.8586207032203674,0.3721064627170563,0.8586207032203674,0.8586207032203674
4,0.8027663826942444,0.8666117787361145,0.8027663826942444,0.4585261344909668,0.8027663826942444,0.8027663826942444,0.8551723957061768,0.9369679689407349,0.8551723957061768,0.3736412525177002,0.8551723957061768,0.8551723957061768
5,0.8181352615356445,0.8941574096679688,0.8181352615356445,0.4142637848854065,0.8181352615356445,0.8181352615356445,0.7862069010734558,0.848234236240387,0.786206841468811,0.4776620864868164,0.7862069010734558,0.7862069010734558
6,0.8048155903816223,0.8819295167922974,0.8048155903816223,0.4329569935798645,0.8048155903816223,0.8048155903816223,0.8482758402824402,0.913293719291687,0.8482758402824402,0.3680287301540375,0.8482758402824402,0.8482758402824402
7,0.8068647384643555,0.8764002323150635,0.8068647384643555,0.44483786821365356,0.8068647384643555,0.8068647384643555,0.7689655423164368,0.8640130162239075,0.7689655423164368,0.4719230830669403,0.7689655423164368,0.7689655423164368
8,0.8206967115402222,0.8826301693916321,0.8206967115402222,0.43276143074035645,0.8206967115402222,0.8206967115402222,0.8931034207344055,0.9610166549682617,0.8931034207344055,0.3997579514980316,0.8931034207344055,0.8931034207344055
9,0.806352436542511,0.8714520335197449,0.806352436542511,0.44986769556999207,0.806352436542511,0.806352436542511,0.8586207032203674,0.9134007096290588,0.8586207032203674,0.3727043569087982,0.8586207032203674,0.8586207032203674
10,0.8242827653884888,0.8929661512374878,0.824282705783844,0.4143105149269104,0.8242827653884888,0.8242827653884888,0.8689655065536499,0.932538628578186,0.8689654469490051,0.3658175468444824,0.8689655065536499,0.8689655065536499
11,0.8247950673103333,0.8960164189338684,0.8247950673103333,0.409756064414978,0.8247950673103333,0.8247950673103333,0.882758617401123,0.9608442783355713,0.882758617401123,0.30887266993522644,0.882758617401123,0.882758617401123
12,0.8345286846160889,0.8977422118186951,0.8345286846160889,0.40612533688545227,0.8345286846160889,0.8345286846160889,0.7965517044067383,0.8737931847572327,0.7965517044067383,0.447403222322464,0.7965517044067383,0.7965517044067383
13,0.8242827653884888,0.8986261487007141,0.824282705783844,0.40382838249206543,0.8242827653884888,0.8242827653884888,0.8931034207344055,0.9587336778640747,0.8931034207344055,0.33225345611572266,0.8931034207344055,0.8931034207344055
14,0.8058401346206665,0.8814793229103088,0.8058401346206665,0.43630966544151306,0.8058401346206665,0.8058401346206665,0.934482753276825,0.9830915331840515,0.934482753276825,0.3037759065628052,0.934482753276825,0.934482753276825
15,0.8017417788505554,0.8882498145103455,0.8017417788505554,0.42092323303222656,0.8017417788505554,0.8017417788505554,0.8931034207344055,0.9659810066223145,0.8931034207344055,0.30648455023765564,0.8931034207344055,0.8931034207344055
16,0.8386270403862,0.9100227355957031,0.8386270403862,0.3831523656845093,0.8386270403862,0.8386270403862,0.8965517282485962,0.9712128043174744,0.8965517282485962,0.2665227949619293,0.8965517282485962,0.8965517282485962
17,0.8417007923126221,0.914091169834137,0.8417007923126221,0.3752472698688507,0.8417007923126221,0.8417007923126221,0.865517258644104,0.9417181611061096,0.865517258644104,0.3273984491825104,0.865517258644104,0.865517258644104
