epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.7171717286109924,0.7758323550224304,0.7169991731643677,0.5789996385574341,0.7171717286109924,0.7171717286109924,0.7819548845291138,0.8851687908172607,0.7685568332672119,0.46418893337249756,0.7819548845291138,0.7819548845291138
1,0.7413018941879272,0.8028208017349243,0.7408905625343323,0.5441427826881409,0.7413018941879272,0.7413018941879272,0.9172932505607605,0.9670063257217407,0.9168230295181274,0.39852669835090637,0.9172932505607605,0.9172932505607605
2,0.7749719619750977,0.8327512741088867,0.7741879224777222,0.5092326402664185,0.7749719619750977,0.7749719619750977,0.8270676732063293,0.9315818548202515,0.8212469816207886,0.4207797944545746,0.8270676732063293,0.8270676732063293
3,0.7811447978019714,0.8482877016067505,0.7806574106216431,0.48553773760795593,0.7811447978019714,0.7811447978019714,0.8458646535873413,0.9343307018280029,0.8444910645484924,0.44809332489967346,0.8458646535873413,0.8458646535873413
4,0.7890011072158813,0.8589912056922913,0.7884852886199951,0.47176066040992737,0.7890011072158813,0.7890011072158813,0.8984962701797485,0.9615156054496765,0.8977316617965698,0.39971229434013367,0.8984962701797485,0.8984962701797485
5,0.793490469455719,0.8601430058479309,0.7923511266708374,0.46913012862205505,0.793490469455719,0.793490469455719,0.88345867395401,0.955791711807251,0.8832589983940125,0.39450815320014954,0.88345867395401,0.88345867395401
6,0.8041526079177856,0.8724327683448792,0.8036405444145203,0.45124080777168274,0.8041526079177856,0.8041526079177856,0.7857142686843872,0.8386709094047546,0.7857112884521484,0.5336923599243164,0.7857142686843872,0.7857142686843872
7,0.767115592956543,0.8489713072776794,0.7662084698677063,0.48667675256729126,0.767115592956543,0.767115592956543,0.6541353464126587,0.7420501112937927,0.6215982437133789,0.6180041432380676,0.6541353464126587,0.6541353464126587
8,0.7890011072158813,0.8564624190330505,0.7889242768287659,0.47723817825317383,0.7890011072158813,0.7890011072158813,0.7894737124443054,0.8707106709480286,0.7885051965713501,0.47495386004447937,0.7894737124443054,0.7894737124443054
9,0.816498339176178,0.8812845945358276,0.8161550760269165,0.4384678900241852,0.816498339176178,0.816498339176178,0.597744345664978,0.7256487011909485,0.5330653786659241,0.744411051273346,0.597744345664978,0.597744345664978
