epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.4697304368019104,0.46443045139312744,16.490524291992188,0.4697304368019104,0.4697304368019104,0.5,0.6950299143791199,0.6885198354721069,0.5,0.5
1,0.6230667233467102,0.6568237543106079,0.6591635346412659,0.6230667233467102,0.6230667233467102,0.8431952595710754,0.896038293838501,0.5041890740394592,0.8431952595710754,0.8431952595710754
2,0.7008395791053772,0.758820652961731,0.5880997776985168,0.7008395791053772,0.7008395791053772,0.8165680766105652,0.9028614163398743,0.4732709228992462,0.8165680766105652,0.8165680766105652
3,0.7211666107177734,0.7767021656036377,0.5685670971870422,0.7211666107177734,0.7211666107177734,0.857988178730011,0.9109756946563721,0.40268534421920776,0.857988178730011,0.857988178730011
4,0.7490057349205017,0.8089906573295593,0.5340314507484436,0.7490057349205017,0.7490057349205017,0.7455621361732483,0.8646931052207947,0.4946741461753845,0.7455621361732483,0.7455621361732483
5,0.748563826084137,0.8142257332801819,0.5293065309524536,0.748563826084137,0.748563826084137,0.7130177617073059,0.7821460366249084,0.5587378740310669,0.7130177617073059,0.7130177617073059
6,0.7547503113746643,0.8330348134040833,0.5060044527053833,0.7547503113746643,0.7547503113746643,0.8254438042640686,0.9225035905838013,0.37455129623413086,0.8254438042640686,0.8254438042640686
7,0.767123281955719,0.8452102541923523,0.49035289883613586,0.767123281955719,0.767123281955719,0.831360936164856,0.9062839150428772,0.4267778992652893,0.831360936164856,0.831360936164856
8,0.7901016473770142,0.8583862781524658,0.4692469537258148,0.7901016473770142,0.7901016473770142,0.7278106212615967,0.8445957899093628,0.5331102013587952,0.7278106212615967,0.7278106212615967
9,0.7918692231178284,0.8647653460502625,0.4603821635246277,0.7918692231178284,0.7918692231178284,0.8224852085113525,0.8903093338012695,0.41786694526672363,0.8224852085113525,0.8224852085113525
10,0.795404314994812,0.8635202646255493,0.4616495370864868,0.795404314994812,0.795404314994812,0.8786982297897339,0.9476208686828613,0.33214375376701355,0.8786982297897339,0.8786982297897339
11,0.7971718907356262,0.8779599070549011,0.44052302837371826,0.7971718907356262,0.7971718907356262,0.834319531917572,0.9307579398155212,0.34994834661483765,0.834319531917572,0.834319531917572
12,0.807335376739502,0.8833029866218567,0.4308631718158722,0.807335376739502,0.807335376739502,0.7366864085197449,0.8453748226165771,0.5139056444168091,0.7366864085197449,0.7366864085197449
13,0.795404314994812,0.8704225420951843,0.4515360891819,0.795404314994812,0.795404314994812,0.8372781276702881,0.9231644868850708,0.3631119728088379,0.8372781276702881,0.8372781276702881
14,0.8029164671897888,0.8722943067550659,0.44944560527801514,0.8029164671897888,0.8029164671897888,0.8461538553237915,0.9396641850471497,0.3530954420566559,0.8461538553237915,0.8461538553237915
15,0.8104286193847656,0.8842304348945618,0.42831990122795105,0.8104286193847656,0.8104286193847656,0.857988178730011,0.9304120540618896,0.37485119700431824,0.857988178730011,0.857988178730011
16,0.8294299840927124,0.8981469869613647,0.4031657874584198,0.8294299840927124,0.8294299840927124,0.8639053106307983,0.9435375928878784,0.33745077252388,0.8639053106307983,0.8639053106307983
17,0.8148475289344788,0.8872158527374268,0.4225994944572449,0.8148475289344788,0.8148475289344788,0.860946774482727,0.9293180108070374,0.3601764440536499,0.860946774482727,0.860946774482727
18,0.8245691657066345,0.8933672308921814,0.41058677434921265,0.8245691657066345,0.8245691657066345,0.8786982297897339,0.9510652422904968,0.3055022060871124,0.8786982297897339,0.8786982297897339
19,0.8267785906791687,0.8926749229431152,0.41186824440956116,0.8267785906791687,0.8267785906791687,0.7721893787384033,0.8771708607673645,0.4530186057090759,0.7721893787384033,0.7721893787384033
20,0.8241272568702698,0.8954415321350098,0.4095257818698883,0.8241272568702698,0.8241272568702698,0.8520709872245789,0.9366881847381592,0.3464830815792084,0.8520709872245789,0.8520709872245789
21,0.8245691657066345,0.8898282647132874,0.4164659082889557,0.8245691657066345,0.8245691657066345,0.9112426042556763,0.9568511843681335,0.30209818482398987,0.9112426042556763,0.9112426042556763
22,0.8276624083518982,0.89792400598526,0.403576523065567,0.8276624083518982,0.8276624083518982,0.9260355234146118,0.9759988188743591,0.22173357009887695,0.9260355234146118,0.9260355234146118
23,0.8294299840927124,0.8960033059120178,0.405754417181015,0.8294299840927124,0.8294299840927124,0.8195266127586365,0.9099645614624023,0.39041867852211,0.8195266127586365,0.8195266127586365
24,0.825894832611084,0.8936119675636292,0.41054728627204895,0.825894832611084,0.825894832611084,0.8461538553237915,0.9197157621383667,0.36860382556915283,0.8461538553237915,0.8461538553237915
25,0.8369421362876892,0.9075161218643188,0.385162353515625,0.8369421362876892,0.8369421362876892,0.9201183319091797,0.9756223559379578,0.26060566306114197,0.9201183319091797,0.9201183319091797
26,0.8387096524238586,0.9038388729095459,0.3910469710826874,0.8387096524238586,0.8387096524238586,0.8846153616905212,0.9572756290435791,0.3228384256362915,0.8846153616905212,0.8846153616905212
27,0.8440123796463013,0.9133356809616089,0.3740505874156952,0.8440123796463013,0.8440123796463013,0.642011821269989,0.7436145544052124,0.6933544874191284,0.642011821269989,0.642011821269989
28,0.8373839855194092,0.8994742631912231,0.39925068616867065,0.8373839855194092,0.8373839855194092,0.8875739574432373,0.9570043683052063,0.2847307324409485,0.8875739574432373,0.8875739574432373
29,0.8404772281646729,0.9044865369796753,0.3895083963871002,0.8404772281646729,0.8404772281646729,0.8165680766105652,0.904546320438385,0.39977210760116577,0.8165680766105652,0.8165680766105652
30,0.8400353789329529,0.9053732752799988,0.3892180323600769,0.8400353789329529,0.8400353789329529,0.860946774482727,0.9366618990898132,0.3301894962787628,0.860946774482727,0.860946774482727
31,0.8391515612602234,0.9072083234786987,0.3856011927127838,0.8391515612602234,0.8391515612602234,0.834319531917572,0.9084591269493103,0.4294094443321228,0.834319531917572,0.834319531917572
32,0.8338488936424255,0.9076529145240784,0.3856358826160431,0.8338488936424255,0.8338488936424255,0.9023668766021729,0.969363808631897,0.2629551589488983,0.9023668766021729,0.9023668766021729
33,0.8652231693267822,0.9334075450897217,0.3297150433063507,0.8652231693267822,0.8652231693267822,0.9112426042556763,0.9744319319725037,0.2430340051651001,0.9112426042556763,0.9112426042556763
34,0.8665488362312317,0.9361364245414734,0.3207027018070221,0.8665488362312317,0.8665488362312317,0.9112426042556763,0.9721691608428955,0.2399393767118454,0.9112426042556763,0.9112426042556763
35,0.8736190795898438,0.9380188584327698,0.31682300567626953,0.8736190795898438,0.8736190795898438,0.9082840085029602,0.972072958946228,0.2372637391090393,0.9082840085029602,0.9082840085029602
36,0.8806893229484558,0.9409182667732239,0.30582189559936523,0.8806893229484558,0.8806893229484558,0.9201183319091797,0.9795351028442383,0.21007628738880157,0.9201183319091797,0.9201183319091797
37,0.8740609884262085,0.9408465623855591,0.3108295500278473,0.8740609884262085,0.8740609884262085,0.857988178730011,0.9352701306343079,0.3343704044818878,0.857988178730011,0.857988178730011
38,0.8762704133987427,0.9421341419219971,0.3048084080219269,0.8762704133987427,0.8762704133987427,0.9260355234146118,0.9768347144126892,0.2142372578382492,0.9260355234146118,0.9260355234146118
39,0.8833407163619995,0.9442256689071655,0.2984622120857239,0.8833407163619995,0.8833407163619995,0.9230769276618958,0.975210964679718,0.21115383505821228,0.9230769276618958,0.9230769276618958
40,0.8842244744300842,0.9434296488761902,0.29864010214805603,0.8842244744300842,0.8842244744300842,0.9319526553153992,0.9820035099983215,0.1938965767621994,0.9319526553153992,0.9319526553153992
41,0.8798055648803711,0.9450463056564331,0.2988978326320648,0.8798055648803711,0.8798055648803711,0.9082840085029602,0.9662520289421082,0.23690848052501678,0.9082840085029602,0.9082840085029602
42,0.8806893229484558,0.9445204734802246,0.2993758022785187,0.8806893229484558,0.8806893229484558,0.9230769276618958,0.9783008098602295,0.20278237760066986,0.9230769276618958,0.9230769276618958
43,0.8784798979759216,0.9398993849754333,0.3102748990058899,0.8784798979759216,0.8784798979759216,0.9230769276618958,0.9712808132171631,0.22719763219356537,0.9230769276618958,0.9230769276618958
44,0.8851082921028137,0.9450984597206116,0.2959853410720825,0.8851082921028137,0.8851082921028137,0.9260355234146118,0.9803928136825562,0.21118278801441193,0.9260355234146118,0.9260355234146118
45,0.884666383266449,0.9463000893592834,0.29320937395095825,0.884666383266449,0.884666383266449,0.9201183319091797,0.9728913903236389,0.22822462022304535,0.9201183319091797,0.9201183319091797
46,0.88201504945755,0.9467540979385376,0.29572755098342896,0.88201504945755,0.88201504945755,0.9230769276618958,0.9801828265190125,0.2001895308494568,0.9230769276618958,0.9230769276618958
47,0.8851082921028137,0.9471952319145203,0.2919771671295166,0.8851082921028137,0.8851082921028137,0.9260355234146118,0.9786245822906494,0.20916573703289032,0.9260355234146118,0.9260355234146118
48,0.88245689868927,0.9459691047668457,0.29460352659225464,0.88245689868927,0.88245689868927,0.9171597361564636,0.9776269197463989,0.22275863587856293,0.9171597361564636,0.9171597361564636
49,0.8842244744300842,0.9437528252601624,0.2985224425792694,0.8842244744300842,0.8842244744300842,0.9437869787216187,0.9851152300834656,0.19760486483573914,0.9437869787216187,0.9437869787216187
50,0.8890852928161621,0.9507750272750854,0.28288692235946655,0.8890852928161621,0.8890852928161621,0.9408283829689026,0.9791411757469177,0.18235081434249878,0.9408283829689026,0.9408283829689026
51,0.8868758082389832,0.9493898749351501,0.28680500388145447,0.8868758082389832,0.8868758082389832,0.9082840085029602,0.9722261428833008,0.23073004186153412,0.9082840085029602,0.9082840085029602
52,0.8842244744300842,0.9484530091285706,0.28891921043395996,0.8842244744300842,0.8842244744300842,0.9289940595626831,0.980847954750061,0.19696272909641266,0.9289940595626831,0.9289940595626831
53,0.8877596259117126,0.9496257305145264,0.28437480330467224,0.8877596259117126,0.8877596259117126,0.9289940595626831,0.9807605743408203,0.19696640968322754,0.9289940595626831,0.9289940595626831
54,0.8992487788200378,0.9518628716468811,0.2761273980140686,0.8992487788200378,0.8992487788200378,0.9526627063751221,0.9855615496635437,0.17721523344516754,0.9526627063751221,0.9526627063751221
55,0.8895272016525269,0.9524076581001282,0.27978917956352234,0.8895272016525269,0.8895272016525269,0.9142012000083923,0.970186710357666,0.2282823622226715,0.9142012000083923,0.9142012000083923
56,0.8815731406211853,0.9522501230239868,0.280660480260849,0.8815731406211853,0.8815731406211853,0.9260355234146118,0.9776881337165833,0.20185598731040955,0.9260355234146118,0.9260355234146118
57,0.8935042023658752,0.9539937376976013,0.27188754081726074,0.8935042023658752,0.8935042023658752,0.9201183319091797,0.9771717190742493,0.20695863664150238,0.9201183319091797,0.9201183319091797
58,0.8926204442977905,0.9555001854896545,0.27060943841934204,0.8926204442977905,0.8926204442977905,0.9378698468208313,0.9789660573005676,0.19395007193088531,0.9378698468208313,0.9378698468208313
59,0.8992487788200378,0.9552372097969055,0.2681731879711151,0.8992487788200378,0.8992487788200378,0.9112426042556763,0.9733114242553711,0.2225855141878128,0.9112426042556763,0.9112426042556763
60,0.8921785354614258,0.9544495344161987,0.26987457275390625,0.8921785354614258,0.8921785354614258,0.9289940595626831,0.9773467779159546,0.20112113654613495,0.9289940595626831,0.9289940595626831
61,0.8912947177886963,0.95201575756073,0.2745262384414673,0.8912947177886963,0.8912947177886963,0.8846153616905212,0.9455069899559021,0.2932586371898651,0.8846153616905212,0.8846153616905212
62,0.8952717781066895,0.9535253047943115,0.27286896109580994,0.8952717781066895,0.8952717781066895,0.9201183319091797,0.9755260348320007,0.20995362102985382,0.9201183319091797,0.9201183319091797
63,0.8930622935295105,0.9546626806259155,0.2706131637096405,0.8930622935295105,0.8930622935295105,0.9260355234146118,0.9754735231399536,0.2075551301240921,0.9260355234146118,0.9260355234146118
64,0.8877596259117126,0.9553784728050232,0.27108481526374817,0.8877596259117126,0.8877596259117126,0.9467455744743347,0.9838941097259521,0.16848522424697876,0.9467455744743347,0.9467455744743347
65,0.8983650207519531,0.9579752087593079,0.26012536883354187,0.8983650207519531,0.8983650207519531,0.9556213021278381,0.9886690378189087,0.16002912819385529,0.9556213021278381,0.9556213021278381
66,0.9032257795333862,0.9595635533332825,0.2527393698692322,0.9032257795333862,0.9032257795333862,0.9437869787216187,0.9862487316131592,0.16214627027511597,0.9437869787216187,0.9437869787216187
67,0.8948298692703247,0.9608691334724426,0.2522653341293335,0.8948298692703247,0.8948298692703247,0.9526627063751221,0.9859424233436584,0.1801198124885559,0.9526627063751221,0.9526627063751221
68,0.8957136273384094,0.9583617448806763,0.2618916928768158,0.8957136273384094,0.8957136273384094,0.8964496850967407,0.9539669156074524,0.26812970638275146,0.8964496850967407,0.8964496850967407
69,0.8965974450111389,0.9596931338310242,0.2562650144100189,0.8965974450111389,0.8965974450111389,0.9349112510681152,0.9837453365325928,0.1845267415046692,0.9349112510681152,0.9349112510681152
70,0.9032257795333862,0.9617424607276917,0.2519732117652893,0.9032257795333862,0.9032257795333862,0.9171597361564636,0.9750752449035645,0.22424021363258362,0.9171597361564636,0.9171597361564636
71,0.8983650207519531,0.9558776021003723,0.26527267694473267,0.8983650207519531,0.8983650207519531,0.8934911489486694,0.9553192853927612,0.2721414864063263,0.8934911489486694,0.8934911489486694
72,0.9063190221786499,0.9629691243171692,0.2450467199087143,0.9063190221786499,0.9063190221786499,0.9437869787216187,0.9848394989967346,0.17232120037078857,0.9437869787216187,0.9437869787216187
73,0.9080865979194641,0.9599632620811462,0.2507866322994232,0.9080865979194641,0.9080865979194641,0.9289940595626831,0.9788216352462769,0.20164521038532257,0.9289940595626831,0.9289940595626831
74,0.9027839303016663,0.9603553414344788,0.25212740898132324,0.9027839303016663,0.9027839303016663,0.9378698468208313,0.9808392524719238,0.19619710743427277,0.9378698468208313,0.9378698468208313
75,0.9080865979194641,0.9644599556922913,0.23688097298145294,0.9080865979194641,0.9080865979194641,0.9378698468208313,0.9845768213272095,0.16678974032402039,0.9378698468208313,0.9378698468208313
76,0.9138311743736267,0.9676221609115601,0.22921514511108398,0.9138311743736267,0.9138311743736267,0.9467455744743347,0.9837716221809387,0.17158454656600952,0.9467455744743347,0.9467455744743347
77,0.912947416305542,0.9688190221786499,0.2247622013092041,0.912947416305542,0.912947416305542,0.9378698468208313,0.9833426475524902,0.17941492795944214,0.9378698468208313,0.9378698468208313
78,0.9213433265686035,0.9707062244415283,0.21428687870502472,0.9213433265686035,0.9213433265686035,0.9408283829689026,0.9825636744499207,0.1740151345729828,0.9408283829689026,0.9408283829689026
79,0.9142730832099915,0.9706113934516907,0.21717952191829681,0.9142730832099915,0.9142730832099915,0.9378698468208313,0.9855660200119019,0.16680727899074554,0.9378698468208313,0.9378698468208313
80,0.9213433265686035,0.9708150625228882,0.21381984651088715,0.9213433265686035,0.9213433265686035,0.9497041702270508,0.9897499680519104,0.14456388354301453,0.9497041702270508,0.9497041702270508
81,0.9226690530776978,0.9705190658569336,0.21308571100234985,0.9226690530776978,0.9226690530776978,0.9201183319091797,0.9831851720809937,0.1735517680644989,0.9201183319091797,0.9201183319091797
82,0.9244365692138672,0.9698328971862793,0.2168663889169693,0.9244365692138672,0.9244365692138672,0.9408283829689026,0.9782307744026184,0.18406552076339722,0.9408283829689026,0.9408283829689026
