epoch,accuracy,auc_2,loss,precision_2,recall_2,val_accuracy,val_auc_2,val_loss,val_precision_2,val_recall_2
41,0.8254529237747192,0.9007570147514343,0.40269288420677185,0.8254529237747192,0.8254529237747192,0.8934911489486694,0.9364561438560486,0.3427259922027588,0.8934911489486694,0.8934911489486694
42,0.8599204421043396,0.9278993010520935,0.3396856486797333,0.8599204421043396,0.8599204421043396,0.8136094808578491,0.9196544885635376,0.3727039694786072,0.8136094808578491,0.8136094808578491
43,0.8276624083518982,0.9030690789222717,0.3972753882408142,0.8276624083518982,0.8276624083518982,0.9023668766021729,0.9595645666122437,0.3730319142341614,0.9023668766021729,0.9023668766021729
44,0.844454288482666,0.9108554124832153,0.37859854102134705,0.844454288482666,0.844454288482666,0.8254438042640686,0.9186959266662598,0.3695674538612366,0.8254438042640686,0.8254438042640686
45,0.8811312317848206,0.9410391449928284,0.3086819350719452,0.8811312317848206,0.8811312317848206,0.7426035404205322,0.8642334938049316,0.49651405215263367,0.7426035404205322,0.7426035404205322
46,0.8709677457809448,0.9364203810691833,0.3206705152988434,0.8709677457809448,0.8709677457809448,0.9467455744743347,0.9825023412704468,0.18604794144630432,0.9467455744743347,0.9467455744743347
47,0.8594785928726196,0.9297563433647156,0.3361384868621826,0.8594785928726196,0.8594785928726196,0.7573964595794678,0.8609292507171631,0.47490137815475464,0.7573964595794678,0.7573964595794678
48,0.8683164119720459,0.9323667287826538,0.33021458983421326,0.8683164119720459,0.8683164119720459,0.9053254723548889,0.9721342921257019,0.2403537780046463,0.9053254723548889,0.9053254723548889
49,0.8912947177886963,0.9552085995674133,0.2701951563358307,0.8912947177886963,0.8912947177886963,0.9526627063751221,0.9860562086105347,0.17133058607578278,0.9526627063751221,0.9526627063751221
50,0.8868758082389832,0.9469892382621765,0.2904929220676422,0.8868758082389832,0.8868758082389832,0.7071005702018738,0.8317899107933044,0.6144114136695862,0.7071005702018738,0.7071005702018738
51,0.8745028972625732,0.9336103200912476,0.32427090406417847,0.8745028972625732,0.8745028972625732,0.9319526553153992,0.9789748787879944,0.2045968472957611,0.9319526553153992,0.9319526553153992
52,0.8828988075256348,0.9500128030776978,0.28545713424682617,0.8828988075256348,0.8828988075256348,0.9349112510681152,0.9751628637313843,0.2273532897233963,0.9349112510681152,0.9349112510681152
53,0.9027839303016663,0.9571312069892883,0.25942498445510864,0.9027839303016663,0.9027839303016663,0.9260355234146118,0.9820647835731506,0.21253038942813873,0.9260355234146118,0.9260355234146118
54,0.8882014751434326,0.9521938562393188,0.28073930740356445,0.8882014751434326,0.8882014751434326,0.9378698468208313,0.9818459153175354,0.19248786568641663,0.9378698468208313,0.9378698468208313
55,0.8603623509407043,0.9353944063186646,0.3246079683303833,0.8603623509407043,0.8603623509407043,0.9201183319091797,0.9764889478683472,0.22372262179851532,0.9201183319091797,0.9201183319091797
56,0.8899690508842468,0.9545437693595886,0.27117621898651123,0.8899690508842468,0.8899690508842468,0.9349112510681152,0.9820296764373779,0.20836152136325836,0.9349112510681152,0.9349112510681152
57,0.8855501413345337,0.9515711069107056,0.27774351835250854,0.8855501413345337,0.8855501413345337,0.9260355234146118,0.9823885560035706,0.18612375855445862,0.9260355234146118,0.9260355234146118
58,0.8709677457809448,0.9396690130233765,0.3147130608558655,0.8709677457809448,0.8709677457809448,0.8402366638183594,0.925562858581543,0.35027191042900085,0.8402366638183594,0.8402366638183594
59,0.8882014751434326,0.9541833400726318,0.275087833404541,0.8882014751434326,0.8882014751434326,0.9142012000083923,0.9682345986366272,0.2566675841808319,0.9142012000083923,0.9142012000083923
60,0.9102960824966431,0.966715395450592,0.23748229444026947,0.9102960824966431,0.9102960824966431,0.9497041702270508,0.9873429536819458,0.17168129980564117,0.9497041702270508,0.9497041702270508
61,0.9279717206954956,0.9741098284721375,0.20335789024829865,0.9279717206954956,0.9279717206954956,0.9437869787216187,0.9920039176940918,0.15182726085186005,0.9437869787216187,0.9437869787216187
62,0.9209014773368835,0.9734926223754883,0.20562304556369781,0.9209014773368835,0.9209014773368835,0.9437869787216187,0.9852858781814575,0.1659086048603058,0.9437869787216187,0.9437869787216187
63,0.9244365692138672,0.9748991131782532,0.2009686827659607,0.9244365692138672,0.9244365692138672,0.9585798978805542,0.9913955926895142,0.14082273840904236,0.9585798978805542,0.9585798978805542
64,0.9262041449546814,0.9769746661186218,0.19338947534561157,0.9262041449546814,0.9262041449546814,0.9497041702270508,0.988625168800354,0.1521938294172287,0.9497041702270508,0.9497041702270508
65,0.9323906302452087,0.9784456491470337,0.18280941247940063,0.9323906302452087,0.9323906302452087,0.9674556255340576,0.9905640482902527,0.12561781704425812,0.9674556255340576,0.9674556255340576
66,0.9253203868865967,0.9744306206703186,0.19937017560005188,0.9253203868865967,0.9253203868865967,0.9408283829689026,0.9894524812698364,0.1532130241394043,0.9408283829689026,0.9408283829689026
67,0.9248784780502319,0.9789851903915405,0.18730004131793976,0.9248784780502319,0.9248784780502319,0.9526627063751221,0.9887171983718872,0.14017127454280853,0.9526627063751221,0.9526627063751221
68,0.931506872177124,0.9783399701118469,0.18359269201755524,0.931506872177124,0.931506872177124,0.9585798978805542,0.9873560070991516,0.14774832129478455,0.9585798978805542,0.9585798978805542
69,0.9270879626274109,0.9807329177856445,0.1785082221031189,0.9270879626274109,0.9270879626274109,0.9497041702270508,0.9913123846054077,0.13561874628067017,0.9497041702270508,0.9497041702270508
70,0.9372514486312866,0.9811713099479675,0.17335166037082672,0.9372514486312866,0.9372514486312866,0.9467455744743347,0.9891460537910461,0.14042235910892487,0.9467455744743347,0.9467455744743347
71,0.931506872177124,0.9809642434120178,0.17527532577514648,0.931506872177124,0.931506872177124,0.9497041702270508,0.9884019494056702,0.14007136225700378,0.9497041702270508,0.9497041702270508
72,0.9354838728904724,0.9809421896934509,0.1747010201215744,0.9354838728904724,0.9354838728904724,0.9556213021278381,0.9907916188240051,0.14002147316932678,0.9556213021278381,0.9556213021278381
73,0.931506872177124,0.9819744229316711,0.17430849373340607,0.931506872177124,0.931506872177124,0.9467455744743347,0.9926210641860962,0.13048772513866425,0.9467455744743347,0.9467455744743347
74,0.9354838728904724,0.9812719225883484,0.17243191599845886,0.9354838728904724,0.9354838728904724,0.9585798978805542,0.9932249784469604,0.12257099896669388,0.9585798978805542,0.9585798978805542
75,0.9337162971496582,0.9821845889091492,0.17124338448047638,0.9337162971496582,0.9337162971496582,0.9585798978805542,0.9938814640045166,0.1161973848938942,0.9585798978805542,0.9585798978805542
76,0.931948721408844,0.9811593294143677,0.17441123723983765,0.931948721408844,0.931948721408844,0.9585798978805542,0.9909404516220093,0.12761838734149933,0.9585798978805542,0.9585798978805542
77,0.9390190243721008,0.9821250438690186,0.16704951226711273,0.9390190243721008,0.9390190243721008,0.9674556255340576,0.9890847206115723,0.13385595381259918,0.9674556255340576,0.9674556255340576
78,0.9323906302452087,0.9810930490493774,0.17319956421852112,0.9323906302452087,0.9323906302452087,0.9467455744743347,0.9914830923080444,0.13752056658267975,0.9467455744743347,0.9467455744743347
79,0.934158205986023,0.981302797794342,0.17274141311645508,0.934158205986023,0.934158205986023,0.9497041702270508,0.9861612319946289,0.15124712884426117,0.9497041702270508,0.9497041702270508
80,0.9372514486312866,0.9842978119850159,0.1590503603219986,0.9372514486312866,0.9372514486312866,0.9556213021278381,0.9886645674705505,0.1388174295425415,0.9556213021278381,0.9556213021278381
81,0.9292973875999451,0.9831730723381042,0.16702605783939362,0.9292973875999451,0.9292973875999451,0.9526627063751221,0.99168461561203,0.1245347335934639,0.9526627063751221,0.9526627063751221
82,0.9390190243721008,0.9819661974906921,0.16725575923919678,0.9390190243721008,0.9390190243721008,0.9615384340286255,0.99526447057724,0.11359342187643051,0.9615384340286255,0.9615384340286255
83,0.9346001148223877,0.9815133213996887,0.17161186039447784,0.9346001148223877,0.9346001148223877,0.9437869787216187,0.9916976690292358,0.13345445692539215,0.9437869787216187,0.9437869787216187
84,0.941228449344635,0.9853938817977905,0.15346656739711761,0.941228449344635,0.941228449344635,0.9615384340286255,0.9954833984375,0.10333045572042465,0.9615384340286255,0.9615384340286255
85,0.9394608736038208,0.9841983914375305,0.16036945581436157,0.9394608736038208,0.9394608736038208,0.9615384340286255,0.9960216879844666,0.10181118547916412,0.9615384340286255,0.9615384340286255
86,0.9399027824401855,0.9850969314575195,0.15511219203472137,0.9399027824401855,0.9399027824401855,0.9556213021278381,0.993014931678772,0.11855699867010117,0.9556213021278381,0.9556213021278381
87,0.9306230545043945,0.9809324145317078,0.1742183119058609,0.9306230545043945,0.9306230545043945,0.9556213021278381,0.9932950735092163,0.13027988374233246,0.9556213021278381,0.9556213021278381
88,0.941228449344635,0.9855533838272095,0.15568077564239502,0.941228449344635,0.941228449344635,0.9142012000083923,0.9780295491218567,0.19259902834892273,0.9142012000083923,0.9142012000083923
89,0.9447636008262634,0.9874113202095032,0.1457519233226776,0.9447636008262634,0.9447636008262634,0.9556213021278381,0.9914656281471252,0.11797357350587845,0.9556213021278381,0.9556213021278381
90,0.9394608736038208,0.9860418438911438,0.15250423550605774,0.9394608736038208,0.9394608736038208,0.9289940595626831,0.9816445708274841,0.17899170517921448,0.9289940595626831,0.9289940595626831
91,0.9474149346351624,0.9871248602867126,0.14193980395793915,0.9474149346351624,0.9474149346351624,0.9408283829689026,0.9864499568939209,0.1517660766839981,0.9408283829689026,0.9408283829689026
92,0.9385771155357361,0.9832497835159302,0.1634242981672287,0.9385771155357361,0.9385771155357361,0.9053254723548889,0.9719153642654419,0.2210250198841095,0.9053254723548889,0.9053254723548889
93,0.9460892677307129,0.9859715700149536,0.14731399714946747,0.9460892677307129,0.9460892677307129,0.9319526553153992,0.9772854447364807,0.18788783252239227,0.9319526553153992,0.9319526553153992
94,0.9438797831535339,0.9851910471916199,0.15475080907344818,0.9438797831535339,0.9438797831535339,0.9585798978805542,0.9898375272750854,0.12368255108594894,0.9585798978805542,0.9585798978805542
95,0.9438797831535339,0.9864751100540161,0.14565300941467285,0.9438797831535339,0.9438797831535339,0.9378698468208313,0.9805811047554016,0.17096729576587677,0.9378698468208313,0.9378698468208313
96,0.9456473588943481,0.986752986907959,0.1467328667640686,0.9456473588943481,0.9456473588943481,0.9615384340286255,0.9900915026664734,0.12498747557401657,0.9615384340286255,0.9615384340286255
97,0.9469730257987976,0.9895647764205933,0.13251642882823944,0.9469730257987976,0.9469730257987976,0.9704142212867737,0.9933037757873535,0.10612174868583679,0.9704142212867737,0.9704142212867737
98,0.9482986927032471,0.9898048043251038,0.1302763819694519,0.9482986927032471,0.9482986927032471,0.9704142212867737,0.9949493408203125,0.10344897210597992,0.9704142212867737,0.9704142212867737
99,0.9447636008262634,0.9885481595993042,0.13546563684940338,0.9447636008262634,0.9447636008262634,0.9615384340286255,0.9911417365074158,0.12022998929023743,0.9615384340286255,0.9615384340286255
100,0.953159511089325,0.9890701174736023,0.13138830661773682,0.953159511089325,0.953159511089325,0.9526627063751221,0.9917632937431335,0.12022257596254349,0.9526627063751221,0.9526627063751221
101,0.9513919353485107,0.9892048239707947,0.12921878695487976,0.9513919353485107,0.9513919353485107,0.9526627063751221,0.9899031519889832,0.13088281452655792,0.9526627063751221,0.9526627063751221
102,0.9540433287620544,0.9906649589538574,0.12394380569458008,0.9540433287620544,0.9540433287620544,0.9556213021278381,0.9951156973838806,0.10176105797290802,0.9556213021278381,0.9556213021278381
103,0.9496244192123413,0.9891378879547119,0.1341395378112793,0.9496244192123413,0.9496244192123413,0.9437869787216187,0.9920082092285156,0.12668152153491974,0.9437869787216187,0.9437869787216187
104,0.9478568434715271,0.9879308938980103,0.13851773738861084,0.9478568434715271,0.9478568434715271,0.9674556255340576,0.9951200485229492,0.10682379454374313,0.9674556255340576,0.9674556255340576
105,0.9566946625709534,0.9916741847991943,0.1182880625128746,0.9566946625709534,0.9566946625709534,0.9615384340286255,0.9933738708496094,0.11401371657848358,0.9615384340286255,0.9615384340286255
106,0.9509500861167908,0.9884334802627563,0.1363341063261032,0.9509500861167908,0.9509500861167908,0.9644970297813416,0.9954658150672913,0.1008598655462265,0.9644970297813416,0.9644970297813416
107,0.9513919353485107,0.9897979497909546,0.12776269018650055,0.9513919353485107,0.9513919353485107,0.9467455744743347,0.9909318089485168,0.1292877495288849,0.9467455744743347,0.9467455744743347
108,0.9496244192123413,0.9875137805938721,0.1407243013381958,0.9496244192123413,0.9496244192123413,0.9467455744743347,0.9885945916175842,0.1357877552509308,0.9467455744743347,0.9467455744743347
109,0.9513919353485107,0.9907302856445312,0.12312471121549606,0.9513919353485107,0.9513919353485107,0.9526627063751221,0.9918420314788818,0.12252243608236313,0.9526627063751221,0.9526627063751221
110,0.9513919353485107,0.9880954027175903,0.13813169300556183,0.9513919353485107,0.9513919353485107,0.9585798978805542,0.9931638240814209,0.11027603596448898,0.9585798978805542,0.9585798978805542
111,0.950508177280426,0.9892205595970154,0.13044516742229462,0.950508177280426,0.950508177280426,0.9644970297813416,0.9957196712493896,0.10132509469985962,0.9644970297813416,0.9644970297813416
112,0.9500662684440613,0.9889889359474182,0.1333194524049759,0.9500662684440613,0.9500662684440613,0.9674556255340576,0.9940653443336487,0.10664941370487213,0.9674556255340576,0.9674556255340576
113,0.9452054500579834,0.9899237751960754,0.13035368919372559,0.9452054500579834,0.9452054500579834,0.9674556255340576,0.9949362277984619,0.10502444952726364,0.9674556255340576,0.9674556255340576
114,0.953159511089325,0.9904320240020752,0.12538030743598938,0.953159511089325,0.953159511089325,0.9644970297813416,0.9943804740905762,0.10421647131443024,0.9644970297813416,0.9644970297813416
115,0.9500662684440613,0.9892142415046692,0.13343344628810883,0.9500662684440613,0.9500662684440613,0.9408283829689026,0.9871940016746521,0.1454855054616928,0.9408283829689026,0.9408283829689026
116,0.9474149346351624,0.990075945854187,0.12958809733390808,0.9474149346351624,0.9474149346351624,0.9497041702270508,0.9901525974273682,0.12469800561666489,0.9497041702270508,0.9497041702270508
117,0.9447636008262634,0.9895405769348145,0.1330593079328537,0.9447636008262634,0.9447636008262634,0.9615384340286255,0.9912205934524536,0.11726740747690201,0.9615384340286255,0.9615384340286255
118,0.9469730257987976,0.989565372467041,0.13189396262168884,0.9469730257987976,0.9469730257987976,0.9467455744743347,0.9909404516220093,0.12780192494392395,0.9467455744743347,0.9467455744743347
119,0.9513919353485107,0.9897583723068237,0.13033780455589294,0.9513919353485107,0.9513919353485107,0.9526627063751221,0.9925422668457031,0.11892452836036682,0.9526627063751221,0.9526627063751221
120,0.9575784206390381,0.9893900752067566,0.12959738075733185,0.9575784206390381,0.9575784206390381,0.9615384340286255,0.9961748719215393,0.10054687410593033,0.9615384340286255,0.9615384340286255
121,0.9536014199256897,0.9901578426361084,0.12429125607013702,0.9536014199256897,0.9536014199256897,0.9585798978805542,0.9923672080039978,0.11712232232093811,0.9585798978805542,0.9585798978805542
122,0.9518338441848755,0.9914306402206421,0.12029927968978882,0.9518338441848755,0.9518338441848755,0.973372757434845,0.9961310625076294,0.08772528916597366,0.973372757434845,0.973372757434845
123,0.950508177280426,0.9897274971008301,0.12812672555446625,0.950508177280426,0.950508177280426,0.9585798978805542,0.9924372434616089,0.11864759027957916,0.9585798978805542,0.9585798978805542
124,0.9518338441848755,0.9907702207565308,0.12380538135766983,0.9518338441848755,0.9518338441848755,0.9644970297813416,0.9966474771499634,0.0907863900065422,0.9644970297813416,0.9644970297813416
125,0.953159511089325,0.9883676767349243,0.1318545788526535,0.953159511089325,0.953159511089325,0.9526627063751221,0.990721583366394,0.12352272123098373,0.9526627063751221,0.9526627063751221
126,0.9496244192123413,0.9895045757293701,0.13039930164813995,0.9496244192123413,0.9496244192123413,0.976331353187561,0.9963586926460266,0.09443340450525284,0.976331353187561,0.976331353187561
127,0.9469730257987976,0.9905204772949219,0.12494216114282608,0.9469730257987976,0.9469730257987976,0.9615384340286255,0.9942053556442261,0.10964728891849518,0.9615384340286255,0.9615384340286255
128,0.9500662684440613,0.9903440475463867,0.12445717304944992,0.9500662684440613,0.9500662684440613,0.9556213021278381,0.9897762537002563,0.12479815632104874,0.9556213021278381,0.9556213021278381
129,0.953159511089325,0.9885228872299194,0.1340847611427307,0.953159511089325,0.953159511089325,0.976331353187561,0.9941003918647766,0.104765884578228,0.976331353187561,0.976331353187561
130,0.9566946625709534,0.9912583231925964,0.12006009370088577,0.9566946625709534,0.9566946625709534,0.9674556255340576,0.9943016767501831,0.10301642119884491,0.9674556255340576,0.9674556255340576
131,0.9513919353485107,0.9897385835647583,0.12821371853351593,0.9513919353485107,0.9513919353485107,0.9437869787216187,0.990642786026001,0.12160428613424301,0.9437869787216187,0.9437869787216187
132,0.9527176022529602,0.9910946488380432,0.12243141233921051,0.9527176022529602,0.9527176022529602,0.9615384340286255,0.9939077496528625,0.10846773535013199,0.9615384340286255,0.9615384340286255
133,0.9553689956665039,0.9894700646400452,0.12551428377628326,0.9553689956665039,0.9553689956665039,0.9674556255340576,0.9952734112739563,0.09747616946697235,0.9674556255340576,0.9674556255340576
134,0.9544851779937744,0.9911339282989502,0.12187964469194412,0.9544851779937744,0.9544851779937744,0.9674556255340576,0.9931856393814087,0.10829672962427139,0.9674556255340576,0.9674556255340576
135,0.9460892677307129,0.9886934757232666,0.13439735770225525,0.9460892677307129,0.9460892677307129,0.9585798978805542,0.9940477609634399,0.10856054723262787,0.9585798978805542,0.9585798978805542
136,0.9513919353485107,0.9912729859352112,0.1206241026520729,0.9513919353485107,0.9513919353485107,0.9585798978805542,0.9912117719650269,0.12007521092891693,0.9585798978805542,0.9585798978805542
137,0.9527176022529602,0.9918799996376038,0.11648233234882355,0.9527176022529602,0.9527176022529602,0.9585798978805542,0.9932950139045715,0.11189186573028564,0.9585798978805542,0.9585798978805542
138,0.9558108448982239,0.9923462271690369,0.11446412652730942,0.9558108448982239,0.9558108448982239,0.9585798978805542,0.9908527731895447,0.12185486406087875,0.9585798978805542,0.9585798978805542
139,0.959787905216217,0.9921447038650513,0.11204711347818375,0.959787905216217,0.959787905216217,0.9644970297813416,0.9939602017402649,0.10648996382951736,0.9644970297813416,0.9644970297813416
140,0.9465311765670776,0.9882807731628418,0.13791851699352264,0.9465311765670776,0.9465311765670776,0.9437869787216187,0.9942842125892639,0.10622714459896088,0.9437869787216187,0.9437869787216187
141,0.9536014199256897,0.9896920919418335,0.124738909304142,0.9536014199256897,0.9536014199256897,0.9467455744743347,0.9909491539001465,0.12490664422512054,0.9467455744743347,0.9467455744743347
142,0.9522757530212402,0.9908146858215332,0.12218442559242249,0.9522757530212402,0.9522757530212402,0.9644970297813416,0.9923145771026611,0.11642047762870789,0.9644970297813416,0.9644970297813416
143,0.9562527537345886,0.9904826879501343,0.12171061336994171,0.9562527537345886,0.9562527537345886,0.9556213021278381,0.9918069839477539,0.11915667355060577,0.9556213021278381,0.9556213021278381
144,0.953159511089325,0.9893871545791626,0.1290854960680008,0.953159511089325,0.953159511089325,0.9437869787216187,0.9909753799438477,0.1273735910654068,0.9437869787216187,0.9437869787216187
145,0.9522757530212402,0.989831268787384,0.1283867508172989,0.9522757530212402,0.9522757530212402,0.9556213021278381,0.9891766905784607,0.12814439833164215,0.9556213021278381,0.9556213021278381
146,0.9615554809570312,0.9925025105476379,0.11089277267456055,0.9615554809570312,0.9615554809570312,0.9644970297813416,0.9952252507209778,0.0979432463645935,0.9644970297813416,0.9644970297813416
147,0.950508177280426,0.9906225204467773,0.12397760152816772,0.950508177280426,0.950508177280426,0.9615384340286255,0.9952994585037231,0.09776277840137482,0.9615384340286255,0.9615384340286255
148,0.953159511089325,0.9912683367729187,0.11848339438438416,0.953159511089325,0.953159511089325,0.9674556255340576,0.9929754137992859,0.10688376426696777,0.9674556255340576,0.9674556255340576
149,0.9536014199256897,0.9909300804138184,0.12213268131017685,0.9536014199256897,0.9536014199256897,0.9497041702270508,0.9918726682662964,0.12212933599948883,0.9497041702270508,0.9497041702270508
