epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.6009721755981445,0.6398948431015015,0.6009721755981445,0.7931413054466248,0.6009721755981445,0.6009721755981445,0.7366864085197449,0.8747155070304871,0.7366864085197449,0.5184715986251831,0.7366864085197449,0.7366864085197449
1,0.7375165820121765,0.7966606616973877,0.7375165820121765,0.578341007232666,0.7375165820121765,0.7375165820121765,0.8668639063835144,0.9499228596687317,0.8668639063835144,0.37510424852371216,0.8668639063835144,0.8668639063835144
2,0.7520989775657654,0.8154122233390808,0.7520989179611206,0.5614745020866394,0.7520989775657654,0.7520989775657654,0.8165680766105652,0.8721989393234253,0.81656813621521,0.4919373691082001,0.8165680766105652,0.8165680766105652
3,0.748563826084137,0.8104747533798218,0.748563826084137,0.5630877614021301,0.748563826084137,0.748563826084137,0.8165680766105652,0.9241403937339783,0.81656813621521,0.4198130667209625,0.8165680766105652,0.8165680766105652
4,0.7737516760826111,0.8424935340881348,0.7737516760826111,0.5220431089401245,0.7737516760826111,0.7737516760826111,0.7544378638267517,0.8816174268722534,0.7544378638267517,0.5029761791229248,0.7544378638267517,0.7544378638267517
5,0.7746354341506958,0.8386511206626892,0.7746354341506958,0.5231198072433472,0.7746354341506958,0.7746354341506958,0.831360936164856,0.9418174624443054,0.8313608765602112,0.4146741032600403,0.831360936164856,0.831360936164856
6,0.7737516760826111,0.8409707546234131,0.7737516760826111,0.5220873355865479,0.7737516760826111,0.7737516760826111,0.834319531917572,0.9337338805198669,0.834319531917572,0.38857734203338623,0.834319531917572,0.834319531917572
7,0.7759611010551453,0.8409841656684875,0.7759611010551453,0.5257141590118408,0.7759611010551453,0.7759611010551453,0.8550295829772949,0.9470606446266174,0.8550295829772949,0.38624706864356995,0.8550295829772949,0.8550295829772949
8,0.7883340716362,0.8509193062782288,0.7883340716362,0.5104827880859375,0.7883340716362,0.7883340716362,0.7485207319259644,0.878348171710968,0.7485207319259644,0.5160733461380005,0.7485207319259644,0.7485207319259644
9,0.7750773429870605,0.8409251570701599,0.7750773429870605,0.52150958776474,0.7750773429870605,0.7750773429870605,0.8964496850967407,0.9650265574455261,0.8964497447013855,0.3378606140613556,0.8964496850967407,0.8964496850967407
10,0.7874503135681152,0.8588601350784302,0.7874502539634705,0.4961905777454376,0.7874503135681152,0.7874503135681152,0.8786982297897339,0.95583575963974,0.8786982297897339,0.3665505647659302,0.8786982297897339,0.8786982297897339
11,0.7839151620864868,0.8569406867027283,0.7839151620864868,0.4976464509963989,0.7839151620864868,0.7839151620864868,0.860946774482727,0.9412441849708557,0.860946774482727,0.3739537000656128,0.860946774482727,0.860946774482727
