epoch,accuracy,auc,f1_score,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.48519665002822876,0.4783027172088623,0.48519665002822876,2.583014488220215,0.48519665002822876,0.48519665002822876,0.526627242565155,0.4913211464881897,0.526627242565155,0.6928949952125549,0.526627242565155,0.526627242565155
1,0.5687140822410583,0.6135396957397461,0.5687140822410583,0.6684393286705017,0.5687140822410583,0.5687140822410583,0.5147929191589355,0.4967350363731384,0.5147929191589355,0.7446808815002441,0.5147929191589355,0.5147929191589355
2,0.7414935827255249,0.8018854856491089,0.7414935827255249,0.5462400913238525,0.7414935827255249,0.7414935827255249,0.7899408340454102,0.8899591565132141,0.7899408340454102,0.49031129479408264,0.7899408340454102,0.7899408340454102
3,0.7609367966651917,0.8211301565170288,0.7609367966651917,0.5217441916465759,0.7609367966651917,0.7609367966651917,0.8165680766105652,0.9109888076782227,0.81656813621521,0.4951850473880768,0.8165680766105652,0.8165680766105652
4,0.769332766532898,0.8349190950393677,0.7693328261375427,0.5032129883766174,0.769332766532898,0.769332766532898,0.8461538553237915,0.9063233733177185,0.8461538553237915,0.3980076313018799,0.8461538553237915,0.8461538553237915
5,0.7697746157646179,0.8409978747367859,0.7697746157646179,0.49679726362228394,0.7697746157646179,0.7697746157646179,0.860946774482727,0.9194968938827515,0.860946774482727,0.3774966597557068,0.860946774482727,0.860946774482727
6,0.7724260091781616,0.8354215025901794,0.7724260091781616,0.5040050148963928,0.7724260091781616,0.7724260091781616,0.8136094808578491,0.9245912432670593,0.8136094808578491,0.38289350271224976,0.8136094808578491,0.8136094808578491
7,0.7887759804725647,0.8610658645629883,0.7887759804725647,0.46883657574653625,0.7887759804725647,0.7887759804725647,0.8136094808578491,0.9104942083358765,0.8136094808578491,0.4076439142227173,0.8136094808578491,0.8136094808578491
8,0.8007070422172546,0.8690579533576965,0.8007070422172546,0.4517545998096466,0.8007070422172546,0.8007070422172546,0.831360936164856,0.9220834374427795,0.8313608765602112,0.41495901346206665,0.831360936164856,0.831360936164856
9,0.7777286767959595,0.8526608943939209,0.7777286767959595,0.4835113286972046,0.7777286767959595,0.7777286767959595,0.834319531917572,0.9319702386856079,0.834319531917572,0.3905414938926697,0.834319531917572,0.834319531917572
10,0.7662395238876343,0.8341833353042603,0.766239583492279,0.5032073259353638,0.7662395238876343,0.7662395238876343,0.7928994297981262,0.9054698348045349,0.7928994297981262,0.4847010672092438,0.7928994297981262,0.7928994297981262
11,0.7843570709228516,0.8570013642311096,0.7843570709228516,0.47072169184684753,0.7843570709228516,0.7843570709228516,0.8047337532043457,0.9105555415153503,0.8047337532043457,0.4069167375564575,0.8047337532043457,0.8047337532043457
